FECHA (YYMMDD);HORA (HHMM);;
100216;0900;12,3;
100216;1000;14,525;
100216;1100;17,25;
100216;1200;19,925;
100216;1300;20,9;
100216;1400;21,975;
100216;1500;22,4;
100216;1600;22,5;
100216;1700;21,2;
100216;1800;19,725;
100216;1900;18,05;
100216;2000;16,9;
100216;2100;15,875;
100216;2200;17,075;
100216;2300;15,85;
100217;0000;14,25;
100217;0100;13,725;
100217;0200;13,375;
100217;0300;12,775;
100217;0400;11,6;
100217;0500;11,125;
100217;0600;11;
100217;0700;11,075;
100217;0800;11,1;
100217;0900;11,5;
100217;1000;13,35;
100217;1100;15,175;
100217;1200;16,225;
100217;1300;17,925;
100217;1400;18;
100217;1500;19,3;
100217;1600;18,225;
100217;1700;17,475;
100217;1800;16,15;
100217;1900;13,8;
100217;2000;13,25;
100217;2100;12,925;
100217;2200;12,275;
100217;2300;11,8;
100218;0000;11,425;
100218;0100;11,25;
100218;0200;11,075;
100218;0300;10,2;
100218;0400;9,75;
100218;0500;9,64999;
100218;0600;9,54999;
100218;0700;10,05;
100218;0800;11,45;
100218;0900;13,65;
100218;1000;12,4;
100218;1100;12,75;
100218;1200;16,25;
100218;1300;16,9;
100218;1400;16,05;
100218;1500;17;
100218;1600;15,325;
100218;1700;14,425;
100218;1800;13,075;
100218;1900;12,275;
100218;2000;11,55;
100218;2100;10,925;
100218;2200;10,725;
100218;2300;10,225;
100219;0000;9,59999;
100219;0100;9,04999;
100219;0200;8,67499;
100219;0300;8;
100219;0400;7,75;
100219;0500;8;
100219;0600;8;
100219;0700;8,75;
100219;0800;9,75;
100219;0900;11,85;
100219;1000;14;
100219;1100;15,75;
100219;1200;16,525;
100219;1300;17,125;
100219;1400;17,225;
100219;1500;16,45;
100219;1600;15,4;
100219;1700;15,5;
100219;1800;14,65;
100219;1900;13,775;
100219;2000;13,025;
100219;2100;12,15;
100219;2200;11,725;
100219;2300;11,9;
100220;0000;11,85;
100220;0100;11,1;
100220;0200;10,525;
100220;0300;10,3;
100220;0400;9,89999;
100220;0500;9,67499;
100220;0600;9,7;
100220;0700;10,3;
100220;0800;11,675;
100220;0900;13,175;
100220;1000;14,85;
100220;1100;14,425;
100220;1200;15,05;
100220;1300;17,025;
100220;1400;18,075;
100220;1500;18,675;
100220;1600;18,2;
100220;1700;16,775;
100220;1800;16,925;
100220;1900;14,475;
100220;2000;11,7;
100220;2100;10,775;
100220;2200;9,97499;
100220;2300;8,575;
100221;0000;7,27499;
100221;0100;6,675;
100221;0200;5,55;
100221;0300;4,425;
100221;0400;3,95;
100221;0500;3,275;
100221;0600;2,9;
100221;0700;4,52499;
100221;0800;7,95;
100221;0900;9,75;
100221;1000;11,7;
100221;1100;15,125;
100221;1200;17,825;
100221;1300;20,25;
100221;1400;21,975;
100221;1500;22,9;
100221;1600;22,275;
100221;1700;19,775;
100221;1800;17,575;
100221;1900;15,125;
100221;2000;13,925;
100221;2100;12,775;
100221;2200;11,775;
100221;2300;11,825;
100222;0000;11,75;
100222;0100;11,575;
100222;0200;10,9;
100222;0300;10,175;
100222;0400;9,72499;
100222;0500;9,34999;
100222;0600;9,54999;
100222;0700;9,825;
100222;0800;11,025;
100222;0900;13,025;
100222;1000;13,425;
100222;1100;14,725;
100222;1200;15,65;
100222;1300;15,6;
100222;1400;15,675;
100222;1500;15,975;
100222;1600;16,075;
100222;1700;14,825;
100222;1800;13,45;
100222;1900;11,475;
100222;2000;10,65;
100222;2100;10;
100222;2200;10,15;
100222;2300;8,825;
100223;0000;8,25;
100223;0100;7,77499;
100223;0200;6,8;
100223;0300;6,27499;
100223;0400;6,05;
100223;0500;5,52499;
100223;0600;5,475;
100223;0700;7,77499;
100223;0800;11,125;
100223;0900;12,225;
100223;1000;13,375;
100223;1100;14,875;
100223;1200;16,125;
100223;1300;17,575;
100223;1400;19,05;
100223;1500;19,45;
100223;1600;19,725;
100223;1700;18,1;
100223;1800;17,025;
100223;1900;14,65;
100223;2000;12,95;
100223;2100;12,1;
100223;2200;11,175;
100223;2300;9,42499;
100224;0000;8,47499;
100224;0100;7,02499;
100224;0200;6,39999;
100224;0300;5,89999;
100224;0400;5,25;
100224;0500;4,7;
100224;0600;4,325;
100224;0700;5,75;
100224;0800;9,14999;
100224;0900;12,425;
100224;1000;14,825;
100224;1100;17,575;
100224;1200;20,075;
100224;1300;22,55;
100224;1400;24,15;
100224;1500;25,525;
100224;1600;25,6;
100224;1700;23,65;
100224;1800;23,125;
100224;1900;19,9;
100224;2000;17,675;
100224;2100;16,425;
100224;2200;14,9;
100224;2300;13,85;
100225;0000;12,725;
100225;0100;11,6;
100225;0200;10,025;
100225;0300;9,14999;
100225;0400;7,64999;
100225;0500;6,95;
100225;0600;6,05;
100225;0700;7,825;
100225;0800;11,475;
100225;0900;14,1;
100225;1000;16,6;
100225;1100;19,2;
100225;1200;21,425;
100225;1300;23,275;
100225;1400;25,7333;
100225;1500;27,175;
100225;1600;27,225;
100225;1700;24,6;
100225;1800;23,825;
100225;1900;20,1;
100225;2000;17,875;
100225;2100;16,525;
100225;2200;15,425;
100225;2300;14,75;
100226;0000;14,2;
100226;0100;13,75;
100226;0200;13,05;
100226;0300;12,875;
100226;0400;12,425;
100226;0500;12,15;
100226;0600;12;
100226;0700;12,75;
100226;0800;15,55;
100226;0900;18,9;
100226;1000;20;
100226;1100;21,075;
100226;1200;21,525;
100226;1300;22,5;
100226;1400;23,225;
100226;1500;22,9;
100226;1600;22,75;
100226;1700;21,425;
100226;1800;20,35;
100226;1900;18,225;
100226;2000;16,675;
100226;2100;15,55;
100226;2200;15,175;
100226;2300;14,375;
100227;0000;13,675;
100227;0100;13,0333;
100227;0200;12,725;
100227;0300;11,875;
100227;0400;11,275;
100227;0500;10,35;
100227;0600;9,5;
100227;0700;10,35;
100227;0800;13,85;
100227;0900;15,7;
100227;1000;17,5;
100227;1100;19,8;
100227;1200;21,95;
100227;1300;23,7;
100227;1400;25,45;
100227;1500;26,3;
100227;1600;27,575;
100227;1700;25,55;
100227;1800;24,55;
100227;1900;20,7;
100227;2000;19,025;
100227;2100;17,55;
100227;2200;16,65;
100227;2300;15,9;
100228;0000;15,725;
100228;0100;15,175;
100228;0200;14,65;
100228;0300;14,375;
100228;0400;14;
100228;0500;13,8;
100228;0600;13,725;
100228;0700;14,775;
100228;0800;17,75;
100228;0900;19,65;
100228;1000;21,525;
100228;1100;23,65;
100228;1200;25,9;
100228;1300;26,65;
100228;1400;26,475;
100228;1500;26,425;
100228;1600;26,075;
100228;1700;24,225;
100228;1800;23,55;
100228;1900;21,175;
100228;2000;18,925;
100228;2100;18,45;
100228;2200;18,025;
100228;2300;17,175;
100301;0000;16,35;
100301;0100;15,775;
100301;0200;15,2;
100301;0300;13,775;
100301;0400;13,45;
100301;0500;12,125;
100301;0600;10,925;
100301;0700;11,875;
100301;0800;15,275;
100301;0900;16,875;
100301;1000;19,425;
100301;1100;21,85;
100301;1200;23,675;
100301;1300;25,75;
100301;1400;26,95;
100301;1500;28,3;
100301;1600;28,6;
100301;1700;27,475;
100301;1800;27,8;
100301;1900;23,8;
100301;2000;20,625;
100301;2100;18,95;
100301;2200;17,675;
100301;2300;16,725;
100302;0000;15,575;
100302;0100;14,95;
100302;0200;13,75;
100302;0300;13,525;
100302;0400;13;
100302;0500;14,325;
100302;0600;14,525;
100302;0700;15,7;
100302;0800;18,875;
100302;0900;20,475;
100302;1000;21,75;
100302;1100;22,575;
100302;1200;21,55;
100302;1300;20,7;
100302;1400;22,35;
100302;1500;22,8;
100302;1600;22,325;
100302;1700;20,35;
100302;1800;19,475;
100302;1900;16,75;
100302;2000;15,125;
100302;2100;14,5;
100302;2200;13,5;
100302;2300;13,3;
100303;0000;12,575;
100303;0100;11,9;
100303;0200;11,175;
100303;0300;10,625;
100303;0400;9,075;
100303;0500;8,5;
100303;0600;7,475;
100303;0700;8,77499;
100303;0800;12,025;
100303;0900;13,85;
100303;1000;16,075;
100303;1100;18,4;
100303;1200;20,425;
100303;1300;22,425;
100303;1400;23,925;
100303;1500;24,9;
100303;1600;25,175;
100303;1700;23,975;
100303;1800;23,8;
100303;1900;20,125;
100303;2000;17,3;
100303;2100;16;
100303;2200;14,25;
100303;2300;13,4;
100304;0000;12,225;
100304;0100;11,225;
100304;0200;10,525;
100304;0300;9,825;
100304;0400;9,325;
100304;0500;8,75;
100304;0600;8,375;
100304;0700;9,5;
100304;0800;12;
100304;0900;13,5;
100304;1000;17,625;
100304;1100;20,425;
100304;1200;22,1;
100304;1300;24,85;
100304;1400;26,175;
100304;1500;26,975;
100304;1600;26,725;
100304;1700;25,4;
100304;1800;22,8;
100304;1900;21,075;
100304;2000;20,075;
100304;2100;19,175;
100304;2200;18,175;
100304;2300;17,375;
100305;0000;17,125;
100305;0100;16,125;
100305;0200;15,625;
100305;0300;15,425;
100305;0400;14,75;
100305;0500;14,325;
100305;0600;14,2;
100305;0700;14,75;
100305;0800;15,275;
100305;0900;15,775;
100305;1000;16,225;
100305;1100;16,825;
100305;1200;18,35;
100305;1300;19,9;
100305;1400;21,325;
100305;1500;21,4;
100305;1600;21,975;
100305;1700;22,125;
100305;1800;21,075;
100305;1900;18,05;
100305;2000;15,975;
100305;2100;14,9;
100305;2200;13,825;
100305;2300;12,575;
100306;0000;10,9;
100306;0100;10,5;
100306;0200;10;
100306;0300;9,64999;
100306;0400;8,95;
100306;0500;8,14999;
100306;0600;8;
100306;0700;8,72499;
100306;0800;12,3;
100306;0900;14,75;
100306;1000;17,35;
100306;1100;20,075;
100306;1200;22,575;
100306;1300;24,75;
100306;1400;26,25;
100306;1500;26,325;
100306;1600;25,875;
100306;1700;24,6;
100306;1800;23,6;
100306;1900;20,4;
100306;2000;18,05;
100306;2100;16,65;
100306;2200;15,4;
100306;2300;14,425;
100307;0000;13,15;
100307;0100;13,1;
100307;0200;13,575;
100307;0300;13,45;
100307;0400;12,825;
100307;0500;12,4;
100307;0600;12,925;
100307;0700;13,45;
100307;0800;14,325;
100307;0900;14,675;
100307;1000;15,3;
100307;1100;16;
100307;1200;17;
100307;1300;19,7;
100307;1400;18,9;
100307;1500;19,15;
100307;1600;17,55;
100307;1700;16,5;
100307;1800;14,675;
100307;1900;13,975;
100307;2000;13,45;
100307;2100;12,9;
100307;2200;12,45;
100307;2300;12,875;
100308;0000;12,775;
100308;0100;12,425;
100308;0200;12,225;
100308;0300;11,325;
100308;0400;10,7;
100308;0500;10,075;
100308;0600;9,47499;
100308;0700;10,825;
100308;0800;12,55;
100308;0900;13,55;
100308;1000;15,4;
100308;1100;16,275;
100308;1200;17,85;
100308;1300;18,3;
100308;1400;17,175;
100308;1500;16,35;
100308;1600;15,95;
100308;1700;16,35;
100308;1800;15;
100308;1900;13;
100308;2000;11,95;
100308;2100;11,575;
100308;2200;11,05;
100308;2300;11,8;
100309;0000;11,3;
100309;0100;10,65;
100309;0200;9,875;
100309;0300;9,64999;
100309;0400;9,27499;
100309;0500;9,5;
100309;0600;9,27499;
100309;0700;10,525;
100309;0800;14;
100309;0900;15,775;
100309;1000;16,725;
100309;1100;17,5;
100309;1200;18,25;
100309;1300;18,525;
100309;1400;18,6;
100309;1500;19,15;
100309;1600;18,425;
100309;1700;17;
100309;1800;16,1;
100309;1900;14,1;
100309;2000;13,525;
100309;2100;13,2;
100309;2200;13,125;
100309;2300;12,575;
100310;0000;12,275;
100310;0100;12,075;
100310;0200;12,15;
100310;0300;12,3;
100310;0400;11,35;
100310;0500;11,4;
100310;0600;11,175;
100310;0700;11,6;
100310;0800;13,475;
100310;0900;15,75;
100310;1000;17,3;
100310;1100;18,3;
100310;1200;19,275;
100310;1300;20,2;
100310;1400;20,35;
100310;1500;20,625;
100310;1600;20,275;
100310;1700;18,2;
100310;1800;16,275;
100310;1900;13,75;
100310;2000;12,775;
100310;2100;11,65;
100310;2200;10,65;
100310;2300;9,95;
100311;0000;9,325;
100311;0100;8,7;
100311;0200;7,55;
100311;0300;6,925;
100311;0400;6,55;
100311;0500;6,125;
100311;0600;6,3;
100311;0700;7,475;
100311;0800;10,7;
100311;0900;12,275;
100311;1000;13,95;
100311;1100;15,525;
100311;1200;16,95;
100311;1300;18,6;
100311;1400;19,575;
100311;1500;19,5;
100311;1600;18,025;
100311;1700;17,075;
100311;1800;15,575;
100311;1900;13,725;
100311;2000;12,85;
100311;2100;12,225;
100311;2200;11,45;
100311;2300;10,5;
100312;0000;9,92499;
100312;0100;9,27499;
100312;0200;8,64999;
100312;0300;7,89999;
100312;0400;7,14999;
100312;0500;6,5;
100312;0600;6,39999;
100312;0700;7,55;
100312;0800;10,6;
100312;0900;12,725;
100312;1000;13,35;
100312;1100;14,3;
100312;1200;15,125;
100312;1300;15,35;
100312;1400;15,025;
100312;1500;15,175;
100312;1600;13,8;
100312;1700;13,6;
100312;1800;13,275;
100312;1900;13,3;
100312;2000;12,875;
100312;2100;12,8;
100312;2200;12,65;
100312;2300;12,65;
100313;0000;12,25;
100313;0100;11,65;
100313;0200;11,7;
100313;0300;12,1;
100313;0400;12,675;
100313;0500;11,75;
100313;0600;10,25;
100313;0700;10;
100313;0800;9,64999;
100313;0900;10,95;
100313;1000;11,85;
100313;1100;12,1667;
100313;1200;12,8667;
100313;1300;12,875;
100313;1400;10,875;
100313;1500;10,425;
100313;1600;10,125;
100313;1700;10,625;
100313;1800;9,64999;
100313;1900;8,47499;
100313;2000;8,125;
100313;2100;7,64999;
100313;2200;7,625;
100313;2300;7,575;
100314;0000;7,375;
100314;0100;7,1;
100314;0200;6,825;
100314;0300;6,8;
100314;0400;6,725;
100314;0500;6,52499;
100314;0600;6,5;
100314;0700;6,55;
100314;0800;6,925;
100314;0900;7,5;
100314;1000;8,575;
100314;1100;8,52499;
100314;1200;8,02499;
100314;1300;9,075;
100314;1400;11,1;
100314;1500;11,475;
100314;1600;11,3667;
100314;1700;;
100314;1800;9,47499;
100314;1900;8,66666;
100314;2000;8,325;
100314;2100;8,2;
100314;2200;8,5;
100314;2300;8,67499;
100315;0000;8,2;
100315;0100;7,8;
100315;0200;8,075;
100315;0300;7,625;
100315;0400;7,625;
100315;0500;7,39999;
100315;0600;7,95;
100315;0700;8,89999;
100315;0800;9,5;
100315;0900;10,1;
100315;1000;13,175;
100315;1100;15,875;
100315;1200;17,575;
100315;1300;17,8;
100315;1400;17,625;
100315;1500;16,875;
100315;1600;17,075;
100315;1700;15,325;
100315;1800;13,75;
100315;1900;12,375;
100315;2000;11,825;
100315;2100;11,25;
100315;2200;10,975;
100315;2300;11;
100316;0000;11,275;
100316;0100;11,525;
100316;0200;11,825;
100316;0300;12,15;
100316;0400;11,675;
100316;0500;11,6;
100316;0600;11,325;
100316;0700;11,45;
100316;0800;12,425;
100316;0900;14;
100316;1000;15,9;
100316;1100;19,175;
100316;1200;20,675;
100316;1300;20,575;
100316;1400;20,2;
100316;1500;20,675;
100316;1600;19,9;
100316;1700;19,575;
100316;1800;17,775;
100316;1900;16,275;
100316;2000;14,9;
100316;2100;14,625;
100316;2200;14,5;
100316;2300;15,075;
100317;0000;15,3;
100317;0100;15,525;
100317;0200;15,175;
100317;0300;14,825;
100317;0400;14,975;
100317;0500;15,525;
100317;0600;14,55;
100317;0700;14,025;
100317;0800;14,35;
100317;0900;15,3;
100317;1000;16,575;
100317;1100;17,625;
100317;1200;18,3;
100317;1300;18,1;
100317;1400;18,625;
100317;1500;18,075;
100317;1600;17,6;
100317;1700;16,175;
100317;1800;14,925;
100317;1900;13,25;
100317;2000;12,575;
100317;2100;12,4;
100317;2200;12,35;
100317;2300;12,475;
100318;0000;12,425;
100318;0100;12,075;
100318;0200;11,8;
100318;0300;11,4;
100318;0400;11,375;
100318;0500;11,125;
100318;0600;10,775;
100318;0700;10,725;
100318;0800;11,475;
100318;0900;12,325;
100318;1000;13,65;
100318;1100;15,525;
100318;1200;16,675;
100318;1300;16,525;
100318;1400;17,975;
100318;1500;17,375;
100318;1600;16,95;
100318;1700;15,625;
100318;1800;14,525;
100318;1900;13,1;
100318;2000;12,65;
100318;2100;12,55;
100318;2200;12,55;
100318;2300;12,3;
100319;0000;12,075;
100319;0100;11,525;
100319;0200;11,125;
100319;0300;10,9;
100319;0400;10,675;
100319;0500;10,2;
100319;0600;10,125;
100319;0700;10,325;
100319;0800;11,45;
100319;0900;12,75;
100319;1000;14,65;
100319;1100;15,7;
100319;1200;17,575;
100319;1300;18,675;
100319;1400;17,35;
100319;1500;19,475;
100319;1600;18,4;
100319;1700;16,275;
100319;1800;14,95;
100319;1900;13,425;
100319;2000;13,125;
100319;2100;12,75;
100319;2200;12,175;
100319;2300;11,475;
100320;0000;10,375;
100320;0100;10,15;
100320;0200;9,92499;
100320;0300;9,42499;
100320;0400;9,09999;
100320;0500;9,25;
100320;0600;9,39999;
100320;0700;9,75;
100320;0800;11,15;
100320;0900;13,55;
100320;1000;14,45;
100320;1100;14,975;
100320;1200;16,275;
100320;1300;18,65;
100320;1400;18,275;
100320;1500;17,4;
100320;1600;16,775;
100320;1700;15,325;
100320;1800;14,425;
100320;1900;13,7;
100320;2000;13,5;
100320;2100;13,325;
100320;2200;13,2;
100320;2300;12,9;
100321;0000;12,775;
100321;0100;11,775;
100321;0200;11,375;
100321;0300;11,925;
100321;0400;12,1;
100321;0500;12,225;
100321;0600;12,075;
100321;0700;12,025;
100321;0800;11,775;
100321;0900;13,25;
100321;1000;14,15;
100321;1100;14,225;
100321;1200;13,95;
100321;1300;13,55;
100321;1400;13,425;
100321;1500;15,45;
100321;1600;16,675;
100321;1700;15,15;
100321;1800;12,65;
100321;1900;11,35;
100321;2000;10,625;
100321;2100;10,2;
100321;2200;10,05;
100321;2300;10,125;
100322;0000;9,34999;
100322;0100;9,125;
100322;0200;8,5;
100322;0300;8,54999;
100322;0400;8,325;
100322;0500;8,5;
100322;0600;8,575;
100322;0700;8,575;
100322;0800;9,875;
100322;0900;10,3;
100322;1000;10,85;
100322;1100;11,025;
100322;1200;11,625;
100322;1300;13,35;
100322;1400;13,025;
100322;1500;12,8;
100322;1600;11,025;
100322;1700;11,175;
100322;1800;10,175;
100322;1900;9,77499;
100322;2000;9,27499;
100322;2100;8,42499;
100322;2200;8,22499;
100322;2300;7,95;
100323;0000;7,95;
100323;0100;8,25;
100323;0200;8,95;
100323;0300;9,67499;
100323;0400;9,575;
100323;0500;9,14999;
100323;0600;8,95;
100323;0700;8,59999;
100323;0800;10,9;
100323;0900;12,05;
100323;1000;12,7;
100323;1100;13,4;
100323;1200;13,75;
100323;1300;13,925;
100323;1400;14,325;
100323;1500;12,25;
100323;1600;13,125;
100323;1700;12,925;
100323;1800;11,2;
100323;1900;10,225;
100323;2000;9,92499;
100323;2100;9,25;
100323;2200;8,34999;
100323;2300;8,25;
100324;0000;8,02499;
100324;0100;8,075;
100324;0200;7,64999;
100324;0300;7,6;
100324;0400;7,475;
100324;0500;7,85;
100324;0600;8,47499;
100324;0700;8,92499;
100324;0800;9,97499;
100324;0900;10,975;
100324;1000;12,475;
100324;1100;14,35;
100324;1200;14,125;
100324;1300;14,025;
100324;1400;14,525;
100324;1500;14,85;
100324;1600;14;
100324;1700;13,675;
100324;1800;13,375;
100324;1900;13,025;
100324;2000;13,05;
100324;2100;12,7;
100324;2200;12,325;
100324;2300;12,025;
100325;0000;11,625;
100325;0100;11,95;
100325;0200;11,95;
100325;0300;11,275;
100325;0400;10,875;
100325;0500;10,75;
100325;0600;10,75;
100325;0700;10,65;
100325;0800;11,625;
100325;0900;13,65;
100325;1000;16,75;
100325;1100;17,5;
100325;1200;18,625;
100325;1300;19,3;
100325;1400;18,475;
100325;1500;17,375;
100325;1600;17,475;
100325;1700;17,725;
100325;1800;15,575;
100325;1900;13,65;
100325;2000;12,6;
100325;2100;12,175;
100325;2200;11,075;
100325;2300;10,45;
100326;0000;9,875;
100326;0100;9,075;
100326;0200;8,14999;
100326;0300;8,125;
100326;0400;8,64999;
100326;0500;8,64999;
100326;0600;8,92499;
100326;0700;10;
100326;0800;10,275;
100326;0900;11;
100326;1000;12,4;
100326;1100;14,125;
100326;1200;16,5;
100326;1300;19,125;
100326;1400;19,325;
100326;1500;17,975;
100326;1600;17,075;
100326;1700;16,05;
100326;1800;15,15;
100326;1900;14,7;
100326;2000;14;
100326;2100;13,6;
100326;2200;13,325;
100326;2300;13,35;
100327;0000;13,15;
100327;0100;12,925;
100327;0200;12,65;
100327;0300;11,95;
100327;0400;11,7;
100327;0500;11,475;
100327;0600;11,225;
100327;0700;11,45;
100327;0800;13,95;
100327;0900;15,275;
100327;1000;17,025;
100327;1100;18,2;
100327;1200;19,275;
100327;1300;20,35;
100327;1400;20,5;
100327;1500;19,775;
100327;1600;18,9;
100327;1700;16,8;
100327;1800;15,4;
100327;1900;14,65;
100327;2000;14,25;
100327;2100;13,45;
100327;2200;12,5;
100327;2300;11,725;
100328;0000;11,3;
100328;0100;10,85;
100328;0200;10,25;
100328;0300;10;
100328;0400;9,47499;
100328;0500;8,47499;
100328;0600;7,625;
100328;0700;8,375;
100328;0800;10,275;
100328;0900;11,925;
100328;1000;14,075;
100328;1100;15,85;
100328;1200;16,575;
100328;1300;16,725;
100328;1400;15,675;
100328;1500;15;
100328;1600;14,325;
100328;1700;13,975;
100328;1800;13,375;
100328;1900;13,05;
100328;2000;12,2;
100328;2100;11,65;
100328;2200;11,2;
100328;2300;10,875;
100329;0000;10,725;
100329;0100;10,1;
100329;0200;9,64999;
100329;0300;8,875;
100329;0400;8,27499;
100329;0500;8,14999;
100329;0600;7,83333;
100329;0700;8,47499;
100329;0800;10,675;
100329;0900;13,975;
100329;1000;15,65;
100329;1100;17,15;
100329;1200;18,8;
100329;1300;19,625;
100329;1400;18,225;
100329;1500;16,8;
100329;1600;16,425;
100329;1700;15,7;
100329;1800;14,825;
100329;1900;14,225;
100329;2000;13,85;
100329;2100;13,125;
100329;2200;12,425;
100329;2300;12,125;
100330;0000;11,8;
100330;0100;11,4;
100330;0200;11,25;
100330;0300;11,275;
100330;0400;11,25;
100330;0500;11,4;
100330;0600;11,575;
100330;0700;11,6;
100330;0800;12,825;
100330;0900;15;
100330;1000;15,525;
100330;1100;14,775;
100330;1200;14,975;
100330;1300;15;
100330;1400;15,5;
100330;1500;15,925;
100330;1600;16,125;
100330;1700;15,375;
100330;1800;14,3;
100330;1900;13,825;
100330;2000;13,45;
100330;2100;13,1;
100330;2200;12,875;
100330;2300;12,7;
100331;0000;12,5;
100331;0100;12,3;
100331;0200;12,3;
100331;0300;12,325;
100331;0400;11,675;
100331;0500;11,025;
100331;0600;10,95;
100331;0700;10,6;
100331;0800;11,2;
100331;0900;11,1;
100331;1000;11,275;
100331;1100;12,05;
100331;1200;12,375;
100331;1300;12,65;
100331;1400;14,175;
100331;1500;12,925;
100331;1600;12,775;
100331;1700;13,25;
100331;1800;11,35;
100331;1900;11;
100331;2000;11;
100331;2100;11,325;
100331;2200;10,85;
100331;2300;10,275;
100401;0000;9,97499;
100401;0100;9,89999;
100401;0200;9,92499;
100401;0300;10,325;
100401;0400;10,8;
100401;0500;10,75;
100401;0600;10,7;
100401;0700;10,675;
100401;0800;11,1;
100401;0900;9,75;
100401;1000;6,825;
100401;1100;8,79999;
100401;1200;11;
100401;1300;6,925;
100401;1400;9,25;
100401;1500;10,375;
100401;1600;9,29999;
100401;1700;9,67499;
100401;1800;7,77499;
100401;1900;7,225;
100401;2000;6,575;
100401;2100;7;
100401;2200;6,35;
100401;2300;6,875;
100402;0000;6,725;
100402;0100;6,75;
100402;0200;6,1;
100402;0300;5,8;
100402;0400;6,175;
100402;0500;6;
100402;0600;5,95;
100402;0700;5,975;
100402;0800;7,05;
100402;0900;8,04999;
100402;1000;8,59999;
100402;1100;9,875;
100402;1200;12,2;
100402;1300;12,25;
100402;1400;12,475;
100402;1500;12,875;
100402;1600;11,9;
